Initial molecule ; Modified molecule
NCC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1 ; NCC(NC(=O)c1nnc(-c2ccnc3c2cc[nH]3)o1)n1cccc1
NC[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; COC(Cc1cncnc1)c1cc(Br)c(-c2ccnc3c2cc[nH]3)s1
CC(C)NCC(Cc1cc(Cl)ccc1F)C(=O)N1CCN(c2ncnc3c2[C@@H](C)OC3)CC1 ; NC[C@H]1SCc2c1c(C1=CCC([C@H]3CC(c4cc(Cl)ccc4F)=NO3)CC1)ncn2
CS(=O)(=O)C1(c2cc(-c3cc(C(F)(F)F)ncc3N)nc(N3CCOCC3)n2)CCC1 ; COCCN(C)c1nc(C2(NS(C)(=O)=O)CCC2)cc(-c2c(N)cc(C(F)(F)F)o2)n1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; N#CCc1c(C(N)=O)c(N2CCCC(c3cc(-c4nc([18F])cn4OC(F)(F)C(F)F)ccc3CCNC3CCCC3)C2)ncn1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21 ; CNc1cc(C(=O)Cc2ncc(N3CCOCC3)s2)c2CCN(C(N)=O)c2c1
COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)cc1 ; COCOC(Cc1ccc[nH]1)c1cc([N+](=O)[O-])c(-c2ccc3nc[nH]c3c2)s1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3ccc(C(F)(F)F)cc3)CC2)c1Br ; CCN(CC)CCc1cn(N2CCC(c3c(CF)c(N)ncn3)CC2)c(-c2ccc(C(F)(F)F)cc2)n1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CC2CCN2)CC1 ; N#Cc1c(N)ncnc1N1CCC(c2cc(-c3cc(F)ccc3OC(F)(F)C(F)F)ccc2OC2CCN2)CC1
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2C(C)(C)N2CCN(S(C)(=O)=O)CC2)cc1F ; COc1ncc(Nc2cc(-c3nc(N)nc(N)n3)cnc2C(C)(C)N2CCN(S(C)(=O)=O)CC2)cc1[18F]
Cc1cc(CC(=O)Nc2cc(=O)[nH]c(N3CCOCC3)n2)ccc1F ; NCc1cc(CCCCC(=O)Nc2cc(=O)[nH]c(C3CCCC3)n2)ccc1[18F]
Cc1nc(C(=O)N[C@H]2[C@@H](C(N)=O)CCN2C)sc1-c1csc(C2(C(F)(F)F)CC2)n1 ; Cc1c(-c2csc(C3(C(F)(F)F)CC3)n2)sc(C(=O)N[C@H]2[C@@H](C(N)=O)CCN2C#N)n1
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)CC2)c1-c1cnoc1 ; CCCNCCCNc1cn(N2CCC(c3c(-c4conc4)c(N)ncn3)CC2)c(-c2cc(C(F)(F)F)ccn2)n1
COc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1 ; [11CH3]Oc1ncnc(-n2c(SCCCc3cccc(S)c3)nc3ccccc32)n1
CCn1c(NC(=O)Cc2ccc(F)cc2)nc(N2CCOCC2)cc1=O ; O=C(Cc1nc(N2CCOCC2)cc(=O)n1CCF)Cn1cc(F)c(=O)[nH]c1=O
Nc1ncccc1-c1nc2ccc(-c3cccc(C(=O)NC4CC4)c3)nc2n1-c1ccc(C2(N)CCC2)cc1 ; CCCOC(=O)c1cccc(-c2ccc3nc(-c4cccnc4CC#N)n(-c4ccc(C5(N)CC5)cc4)c3n2)c1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3OC(F)F)cn2CCN2CCC2)CC1 ; CCCNCCc1ccc(-c2nc([18F])cn2OC(F)F)cc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
O=c1cc(N2CCOCC2)nc(Cc2nc3cc(F)ccc3[nH]2)[nH]1 ; O=c1cc(C2CCCC2)nc(Cc2nc3c([18F])cccc3[nH]2)[nH]1
CC(C)NCC(Cc1cc(F)ccc1F)C(=O)N1CCN(c2ncnc3c2[C@@H](C)SC3)CC1 ; C[C@H]1SCc2c1c(N1CCN([C@H]3CC(c4cc(F)ccc4[18F])=NO3)CC1)ncn2
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1ccnc(C(C)(C)C)c1 ; Cc1c(-c2ccnc(C(C)(C)N)c2)nc([C@H](O)CCC2C3CCC2CN(CC(N)=O)C3)s1
CC(=O)Nc1cccc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4nc(C)nc(N)n4)n3c2)c1 ; CC(=O)Nc1cccc(-c2cn3c(-c4nn(I)c(C)c4)c(COc4ccn[nH]4)nc3cc2)c1
NCC(NC(=O)c1sc(-c2cccnc2)cc1-c1ccnc2[nH]ccc12)c1ccccc1 ; NCC(NC(=O)n1nc(-n2ccnc2)nc1-c1cccc2nccn12)n1cccc1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccoc3)cn2CCN2CCC2)CC1 ; N#Cc1c(N)ncnc1N1CCC(c2cc(-c3cocc3)ccc2NCN2CCC2)CC1
NC1(C(CCCc2ccc(Cl)cc2)NC(=O)N2CCCCC2)CCN(c2ncnc3[nH]ccc23)CC1 ; NC1(C(Cn2cc(Cl)c(=O)[nH]c2=O)C(=O)N2CCCCC2)CCN(c2ncnc3c2cc[nH]3)CC1
CNCCn1cc(-c2cc(F)ccc2C)nc1C1CCN(c2ncnc(N)c2C#N)CC1 ; C#Cc1c([11C]#N)cccc1N1CCCC(c2c3c(ncn2)CO[C@H]3c2cc(C(=C[C@@H](C)N)CC)ccc2N)C1
NC1(C(CCCc2ccc(Cl)cc2)NC(=O)N2CCCCC2)CCN(c2ncnc3[nH]ccc23)CC1 ; CC1(C(Cc2ccc(Cl)cc2)C(=O)N2CCCCC2)CCN(c2ncnc3c2cc[nH]3)CC1
N[C@H](COc1cncc(-c2n[nH]c3ccc(Cl)cc23)c1)Cc1c[nH]c2ccccc12 ; CCCSc1ncc2cccnc2c1-c1cncc(OC[C@@H](N)Cc2cccc3c2[nH]cc3)c1
CC(=O)Nc1nc(C)c(-c2nc(CC(F)(F)F)no2)s1 ; CCC(=O)Nc1nc(C)c(-c2nc(C(F)(F)F)no2)s1
O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccn4)cccc3o2)[nH]1 ; c1cnc(Cc2nc3c(-c4ccncn4)cccc3o2)c(N2CCOCC2)c1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2ccccc21 ; NC(=O)c1c(CC(=O)C2Cc3ccccc3N2)sc(C2CCNCC2)n1
CCNC(=O)Nc1ccc(-c2nc([C@H]3COCCN3C)c3c(ncn3C)n2)cc1 ; C#CCN1CCOC[C@@H]1c1c2c(nc(-c3ccc(N4CCNC4=O)cc3)n1)ncn2CN
NC(=O)c1ccc(NC2CNCCC2c2ccc(F)cc2)c2cncnc12 ; NC(=O)Cc1ccc(OC2CNCCC2c2ccc(F)cc2)c2cncnc12
Nc1nc(N2[C@H]3CC[C@@H]2C[C@@H](C(=O)c2nnc[nH]2)C3)cn2c(-c3ccc(-c4ccccc4)nc3)cnc12 ; Cc1cn2cc(N3[C@H]4CC[C@@H]3C[C@@H](C(=O)c3ncn[nH]3)C4)nc2c(-c2ccc(-n3cccc3)nc2)n1
Cc1nc(N)nc(-c2c(Nc3ccc4cccnc4c3)nc3ccccn23)n1 ; NCc1nc(C(=O)O)nc(-c2ncc3cnccc3c2Nc2cccc3ncccc23)n1
CN1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1 ; COCCN(C)c1cc(=O)[nH]c(CC(=O)N2CCc3c2cccc3[C@@H]2C[C@@H]2N2CCN(C)C2=O)n1
Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CC(=O)Nc2ccccc2)cc1 ; O=C(CCc1cnc(-n2c(-n3ccc(I)cc3=O)nc3cccnc32)nc1)Nn1cccc1
NC[C@H](Cc1ccccc1F)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; COC(Cc1ccccc1F)c1cc(Br)c(-c2ccnc3c2cc[nH]3)s1
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=S)NC3CC3)cc2)n1 ; CC(C)OC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)cc(CS(C)(=O)=O)n2)cc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3F)cn2CCN2CCC3(COC3)C2)CC1 ; CCc1c(N)ncnc1N1CCC(c2cc(-c3cc(F)ccc3OCCOCCF)ccc2CCN2CCC3(COC3)C2)CC1
CC(=O)Nc1nc(C)c(-c2nc(CC(C)(C)CO)no2)s1 ; C#CCc1cc(NC(C)=O)nn1-c1nc(CC(C)(C)C(C)O)no1
CS(=O)(=O)Cc1cc(-c2cc(C(F)(F)F)ncc2N)nc(N2CCOCC2)n1 ; CS(=O)(=O)Cc1cc(-c2c(C(=O)O)cc(C(F)(F)F)o2)nc(N2CCOCC2)n1
CNC(=O)Nc1ccc(-c2nc([C@@H]3COCCN3C)cc(C3(S(=O)(=O)c4ccncc4)CC3)n2)cc1 ; CNC(=O)Nc1ccc(-c2nc(C3C[C@@H]4CC[C@H](C3)N4CN)cc(C3(S(=O)(=O)NCCCCc4ccnnc4)CC3)n2)cc1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Cl)ccc21 ; NC(=O)c1c(CC(=O)N2CCc3ccc(Cl)cc3C2)nc(N2CCOCC2)s1
CN1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)CC1 ; CCOCCc1cc(=O)n(C)c(NC(=O)NN2CCc3c2cccc3CN2CCN(C)CC2)n1
CC(C)(c1cc(-c2cc(F)ncc2N)nc(N2CCOCC2)n1)S(C)(=O)=O ; CCCNc1ncc(N)c(-c2nc(N(C)CCOC)nc(C(C)(C)S(C)(=O)=O)c2)c1
Nc1nc2ccc(-c3cncc(S(=O)(=O)NCc4ccccc4)c3)cn2n1 ; Nc1nn2cc(-c3cncc(S(=O)(=O)NCn4cccc4)c3)ccc2n1
CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccn1 ; C#Cc1c(C#N)cccc1N1CCCC(c2nc(-c3ccnc(C(C)C)c3)cn2CCN(C)CC)C1
NC1(c2ccc(-c3nn4ccnc4cc3-c3ccccc3)cc2)CCC1 ; NC1(c2ccc(-c3nn4ccnc4cc3-n3cccc3)cc2)CCC1
CN(C)CC(=O)N1CCC(c2nc(-c3nc(N)cnc3-n3nnc4ccccc43)nn2C)CC1 ; CN(C)CC(=O)N1C[C@H]2C[C@@]2(c2nc(-c3nc(N)cnc3-n3nnc4ccccc43)nn2CN)C1
NC[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; COC(Cc1cncnc1)c1nc(Br)c(-c2ccnc3c2cc[nH]3)o1
CCOc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CCN2CCCC2)CC1 ; CCOc1c(N)ncnc1N1CCCC(c2cc(-c3cc([18F])ccc3CC(=O)O)ccc2CCN(CC)CC)C1
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4c(F)cccc4F)c3)cc12 ; Nc1n[nH]c2cnc(-n3ccc(OC[C@@H](N)Cc4cc([18F])ccc4F)nc3=O)cc12
COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccccc1 ; O=c1ccnc2ccc(-c3cnc(C4COC4)c(NS(=O)(=O)n4cccc4)c3)cn12
CN1CCN(c2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1 ; NCN1CCN([C@@H]2CCc3c(ccn3C(=O)Cc3nc(N4CCOCC4)cc(=O)[nH]3)C2)CC1
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1 ; Nc1ccc(F)c(C(=O)Cc2ccc(-c3cccc4c3c(I)n[nH]4)cc2)c1
CCOc1c(N)ncnc1N1CCC(c2nc(-c3cc(C(F)(F)F)ccn3)cn2CCN2CCC2)CC1 ; CCCNCCc1ccc(-c2cc(OC(F)(F)C(F)F)ccn2)cc1[C@@]12C[C@@H]1CN(c1ncnc(N)c1OCC)C2
CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1 ; CC(=O)Nc1nc2ccc(-c3nc4c([11C]#N)cnn4c(CCCSC4CC4)c3)cc2o1
CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN(C)C)cc4)cc3)nc21 ; CCNn1nnc2c(N(C)CCOC)nc(-c3ccc(C(=O)Nc4ccc(NC(=O)NCCN(C)C)cc4)cc3)nc21
CCS(=O)(=O)N1CCN(Cc2cn3cc(-c4ncc(N)cn4)nc(N4CCOCC4)c3n2)CC1 ; CCS(=O)(=O)N1CCN([C@H]2C[C@H]2c2cn3cc(-c4ncc(N)cn4)nc(N4CCOCC4)c3n2)CC1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cnoc3)cn2CCN2CCC2)CC1 ; CCCNCCc1ccc(-c2conc2)cc1C1=CCN(c2ncnc(N)c2N2CCNC2=O)CC1
CC(=O)Nc1ccc2ccn(-c3cc(CCNN4CCOCC4)n4ncc(C#N)c4n3)c2c1 ; CNC(=O)Nc1ccc2ccn(-c3nc4c([11C]#N)cnn4c(CSC4CCNCC4)c3)c2c1
CC(=O)NCC(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1 ; CNc1ccc(C(CNC(C)=O)NC(=O)N2C[C@H](c3ncnc4c3cc[nH]4)OC[C@H]2N)cc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCC2)CC1 ; Nc1c([N+](=O)[O-])cnn1N1C[C@H]2C[C@@]2(c2cc(-c3cc(F)ccc3)ccc2CCN2CCC2)C1
C=Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12 ; CC(C)(CO)c1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1c2ccccc2CC1c1ccc(F)cc1 ; O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1c2ccccc2CC1c1ccc([18F])nc1
COc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C ; CCOCCc1cc(=O)n(CN)c(NC(=O)NN2CCc3c2cccc3OC)n1
Cn1c(NC(=O)Cc2cccc3sccc23)nc(N2CCOCC2)cc1=O ; COCCN(C)c1cc(=O)n(CC(=O)O)c(NC(=O)Cc2ccc3ncsc3c2)n1
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)csc12 ; O=c1cc(N2CCOCC2)oc2c1scc2-n1cccc1
COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(Cl)cc1 ; CNc1ccc(S(=O)(=O)Nc2cc(-c3cc4cccnc4s3)cnc2O[11CH3])cc1
CC(=O)Nc1nc(C)c(-c2cnc(C(C)(C)C)o2)s1 ; CCC(=O)Nc1nc(C)c(-c2cnc(C(C)(C)N)o2)s1
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1 ; CCCSc1ncc(-c2ccc3nc(NC(C)=O)sc3c2)cc1NS(=O)(=O)c1ccc([18F])nc1
CCC(=O)N1CC[C@@H](Oc2cnnc3ccc(-c4ccc(OC)nc4)cc23)C1 ; CCC(=O)N1CC[C@@H](Nc2cnnc3ccc(-c4ccc(OC)cc4)cc23)C1
COc1cc(C2CCN(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1 ; COc1cc(C2CCN(N3CCN(CC(=O)O)CC3)CC2)ncc1Nc1ncc(Cl)c(SCCCc2ccccc2S(=O)(=O)NC(C)C)n1
C[C@H](O)CNC(=O)c1cccc(-c2ccc3nc(-c4ncccc4N)n(-c4ccc(C5(N)CCC5)cc4)c3n2)c1 ; C[C@H](O)CNC(=O)c1cccc(-c2ccc3nc(-c4ncccc4N)n(-c4ccc(C5(N)CC5)cc4)c3n2)c1
CNc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)CC2)c1Cl ; CNc1ncnc([C@H]2CCCN(n3cc(NCCCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)C2)c1NC
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)CC2)c1OCC(F)(F)F ; N#CCc1cccc(OCC(F)(F)F)c1C1CCN(c2ccc(-c3nc(C(F)(F)F)cnc3)cc2NCCCN2CCC2)CC1
CS(=O)(=O)N1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1 ; COCCN(C)c1cc(=O)[nH]c(CC(=O)N2CCc3c2cccc3CN2CCN(S(C)(=O)=O)C2=O)n1
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12 ; C[C@H](CCc1cc(-c2ncc3[nH]nc(CC(=O)O)c3c2)cnc1)Cc1cccc2c1[nH]cc2
CCC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1 ; CCC(=O)Nc1ccnc(OCn2ccc(Nc3cccc(CF)c3)cc2=O)c1
NCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; Brc1c(-c2ccnc3c2cc[nH]3)oc([C@@H]2OC=N[C@@H]2c2ccccc2)n1
CC(C)N(C)CCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1 ; CCCC(=O)NCCCCC=C(CC)c1ccc(C(F)(F)F)c([C@@H]2OCc3ncnc(C4CCN(c5ncnc(N)c5CC(N)=O)CC4)c32)c1
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(-c3cc(Cl)cc(Cl)c3)cc2)cc1 ; CNc1cc(-c2ccc(-c3cc(CC(F)(F)F)nn3-c3ccc(NS(C)(=O)=O)cc3)cc2)cc(Cl)c1
Oc1cccc(Nc2nc3ccccc3n2-c2ncnc(Nc3ccccc3)n2)c1 ; Oc1cccc(Nc2nc(-c3ncnc(Nn4cccc4)n3)c3ccccc3n2)c1
O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2-c2ccccc2)[nH]1 ; O=c1[nH]c2cccc(Cc3ncccc3N3CCOCC3)c2n1-n1cccc1
NC1(C(CO)NC(=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1 ; O=C(NCCC(CF)[N+]1(I)CCN(c2nc3ccc[nH]c-3n2)CC1)n1cc(Cl)c(=O)[nH]c1=O
Nc1ncnc(C2CCN(n3cc(CC4CCN4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1Cl ; CCCNc1ccc(OC(F)(F)F)c(-c2nc([C@@H]3C[C@@H]3C3CCCN3)cn2N2CCC(c3c(NC)c(C(=O)O)ncn3)CC2)c1
COCCN(C)c1cnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2n1 ; COCCN(C)c1cnc2ccc(-c3cnc(Cl)c(N(C(C)C)S(=O)(=O)c4ccc(F)nc4)c3)cc2n1
O=c1[nH]c2ccc(Nc3nccc(Nc4ccccc4Cl)n3)cc2[nH]1 ; CNc1ncccc1Nc1nc(COc2c3[nH]c(=O)[nH]c3ccc2)ccc1
CCCN1CCCCC1c1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1 ; COCCN(C)c1cc(=O)[nH]c(CC(=O)n2ccc3c2CC[C@@H](C2CCCCN2CCCl)C3)n1
N#Cc1c(N)ncnc1N1CCC(c2nc(C3CCCCC3)cn2CCN2CCC2)CC1 ; CCCNCCc1ccc(C2CCCCC2)cc1C1=CCN(c2ncnc(N)c2C)CC1
Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(N)ncnc3-c3cn[nH]c3)CC2)ccc1F ; Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(-c4c[nH]cc4)ncnc3C)CC2)ncc1[18F]
C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CCC2)nc(-c2ccc(NC(=O)NCCO)cc2)n1 ; CS(=O)(=O)C1(c2c(-c3ccc(NC(=O)NCCCO)cc3)oc(N3CCOC[C@@H]3N)n2)CCC1
CN(C)c1ccnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc12 ; CCCNc1ccc(-c2cnc(SCCC)c(NS(=O)(=O)c3ccc([18F])cc3)c2)c2ncccc12
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3F)cn2CCN2CCC2)CC1 ; N#CCc1nn(C#N)c(N2CCC(c3cc(-c4nc([18F])cn4F)ccc3NCN3CCC3)CC2)n1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; N#CCc1c(C#N)c(N2CCCC(c3cc(-c4cc([18F])ccc4C(F)(F)F)ccc3CCNC3CCCC3)C2)ncn1
CC(C)NCC(Cc1cc(F)ccc1F)C(=O)N1CCN(c2ncnc3c2[C@@H](C)SC3)CC1 ; CC(C)NCC(Cc1cc(Br)ccc1F)C(=O)C1CC=C(c2ncnc3c2[C@@H](C)OC3)CC1
Nc1ncccc1-c1nc2cc(-c3cccnc3)cnc2n1-c1ccc(CNC(=O)c2cccc(F)c2)cc1 ; C#Cc1ccncc1-c1nc2cc(-c3cccnn3)cnc2n1-c1cn(CC[C@@H](O)c2cncc([18F])c2)c(=O)[nH]c1=O
CC(=O)Nc1nc(C)c(-c2nc(C(C)(C)C)no2)s1 ; CCC(=O)Nc1nn(-c2nc(C(C)(C)C)cs2)c(C)c1
Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)C3CC3)c2)n1 ; COCCOc1ncc(COc2ncccc2-c2nc(C)nc(N)n2)cc1NS(=O)(=O)CC(C)C
CC(C)(N)c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1 ; FC(F)c1ncc(-c2ncc3ncccc3c2-c2ccccc2)cn1
CS(=O)(=O)Cc1cc(N2CC3CCC(C2)O3)nc(-c2ccc3[nH]ccc3c2)n1 ; CS(=O)(=O)Cc1cc(N2CC3CCC(C2)O3)nc(-c2ccc3ncncc3c2)n1
