Initial molecule ; Modified molecule
CN(C)c1ccc(-c2ccnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc23)cc1 ; CCc1ccc(-c2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)nc4)c3)c3ncccc23)nc1
COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F ; CSc1ncc(-c2cnc3ccccn23)cc1NS(=O)(=O)c1ncc(F)cc1[18F]
Cc1nc(C(=O)N[C@H]2C[C@@H](C(N)=O)CN2N(C)C)sc1-c1csc(C(C)(C)C)n1 ; CN(C)N1C[C@H](C(N)=O)C[C@@H]1CC[C@@H](O)c1nc(C#N)c(-c2noc(C(C)(C)N)c2)s1
CCS(=O)(=O)N1CCN(Cc2cn3cc(-c4ncc(N)cn4)nc(N4CCOCC4)c3n2)CC1 ; CCS(=O)(=O)N1CCN(Cc2cn3cc(-c4ncc(N)cn4)nc(N(C)CCOC)c3n2)CC1
Cc1nc(N)nc(-c2c(Nc3cccc4[nH]ncc34)nc3ccccn23)n1 ; NCc1nc(C(=O)O)nc(-c2c(Nc3cccc4c3cn[nH]4)nc3ccccn23)n1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2C2CCNC2)CC1 ; CC(=O)Nc1c(N)ncnc1N1C[C@H]2C[C@@]2(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2C2CCNC2)C1
CN(C)CCCOc1ccc(CN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cccc(CO)c5)nc43)CC2)cc1 ; CN(C)CCCOc1ccc(SN2CC=C(n3cnc4c(N5CCOCC5)nc(-c5cncc(CCO)c5)nc43)CC2)cc1
NC[C@H](CC1CCCCC1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; COC(C[C@H]1CNCCN1)c1nc([N+](=O)[O-])c(-c2ccnc3c2cc[nH]3)o1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cncc(C)c3)cn2CCN2CCC2)CC1 ; Nc1c([N+](=O)[O-])c(N2CCC(c3cc(-c4cc(CC(=O)O)cnc4)ccc3NCN3CCC3)CC2)ncn1
CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O ; CCOCCc1ncc(NC(=O)Nc2c3c(ccc2)N(F)CC3C)c(C(=O)O)c1
CN(C)c1ccnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc12 ; CCCNc1ccc(-c2cnc(SCCC)c(NS(=O)(=O)c3ccc([18F])cc3)c2)c2ncccc12
N[C@H](COc1cncc(-c2n[nH]c3ccc(N4CCOCC4)cc23)c1)Cc1c[nH]c2ccccc12 ; C[C@H](CCc1cc(-c2n[nH]c3ccc(C4CCCC4)cc23)cnc1)Cc1cccc2c1[nH]cc2
CN1CCN(c2ccc(-c3cncc(-c4ccc(C(=O)O)cc4)c3)cc2)CC1 ; NCN1CCN(c2cn(-c3cncc(-c4ccc(C(=O)O)nc4)c3)c(=O)[nH]c2=O)CC1
Cc1nc(N)nc(-n2c(Nc3n[nH]c4ccccc34)nc3ccccc32)n1 ; NCc1nc(C(=O)O)nc(-n2c(CCNc3nn4ccccc4c3)nc3ccccc32)n1
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN(C)C)CC1 ; C#Cc1c(OCCF)cnn1N1CCC(c2nc(-c3nc(OCCOCCF)ncc3C(F)(F)F)cn2OCCN(C)C)CC1
CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCCN(C)C)cc4)cc3)nc21 ; CCNn1nnc2c(N3CCOCC3)nc(-c3ccc(C(=O)Nc4ccc(C(CC(=O)N(C)C)NC=O)cc4)cc3)nc21
Cc1cccc(C2CCNCC2Nc2ccc(C(N)=O)c3ncncc23)c1 ; NCn1cc(C2CCNCC2Nc2ccc(C(N)=O)c3ncncc23)ccc1=O
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1ccnc(C2(C)CC2)n1 ; N#Cc1c(-c2ccnc(C3(CN)CC3)n2)sc(C(=O)N[C@H]2CCCN2C(N)=O)n1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1cc(C(C)C)ncn1 ; Cc1c(-c2nc(=O)[nH]c(C3CC3)c2)sc(C(=O)N[C@H]2CCCN2CC(N)=O)n1
O=c1cc(N2CCOCC2)nc(Cc2nc3c(Br)cccc3o2)[nH]1 ; O=c1cc(C2CCCC2)nc(Cc2ncc(CF)c3c2cco3)[nH]1
CC(=O)Nc1cc(Nc2cnn3c(C#N)cc(NC4CC4)nc23)ccc1C1CC1 ; CCCNc1nc2c(Nc3ncc(C(C)C)c(C(=O)OC)c3)cnn2c(C#N)c1
Cc1nc(N)nc(-n2c(Nc3n[nH]c4ccccc34)nc3ccccc32)n1 ; Cc1nc(C(=O)O)nc(-n2c(CCNc3nn4ccccc4c3)nc3ccccc32)n1
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2c[nH]c3ccccc23)cc1 ; NS(=O)(=O)c1ccc(-n2c(-c3c[nH]c4ccccc34)nnc2C(F)(F)F)cc1
NCC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1 ; NCCC(NC(=O)c1ccc(-c2ccnc3c2cc[nH]3)s1)n1cccc1
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1 ; COCCN(C)c1nc2c(-c3nn4ccccc4c3)nc(NCCN3CCN(S(C)(=O)=O)CC3)nc2[nH]1
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21 ; CNc1cc([C@]2(c3ncc(N4CCOCC4)s3)OC[C@H](C(=O)O)O2)c2CCNc2c1
CS(=O)(=O)C(F)c1cc(-c2cc(C(F)(F)F)ncc2N)nc(N2CCOCC2)n1 ; COCCN(C)c1nc(C(F)(F)S(C)(=O)=O)cc(-c2c(C(=O)O)cc(C(F)(F)F)o2)n1
Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc(C(F)(F)F)nc2)n1 ; Cc1nc(CC#N)nc(-c2cc([C@@H]3C[C@@H]3N3CCN(S(C)(=O)=O)C3=O)cnc2Nc2ccc(CC(F)(F)F)nc2)n1
CC(=O)Nc1nc2ccc(-c3ccc(N)nc3)cc2s1 ; NC(=O)c1nc2ccc(-c3ccc(N)cc3)cc2s1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCCC2)CC1 ; CCN(CC)CNn1cc(-c2ccc(F)cc2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
COc1cnc(Nc2cc(Cl)cnc2NS(C)(=O)=O)c(-c2nc(C)nc(N)n2)c1 ; COc1cnc(COc2cc(Cl)cnc2S(C)(=O)=O)c(-c2nn(N)c(C#N)c2)c1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3F)cn2CCN2CCCC2)CC1 ; CCc1c(N)ncnc1N1CCC(c2nc(-c3nc(F)cn3OCCOCCF)cn2CCN2CCCC2)CC1
CC(=O)Nc1cccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)c1 ; CC(=O)NCc1cccc(OCc2nc(-c3nc(C)nc(N)n3)c3ccccc3n2)c1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cccc([N+](=O)[O-])c1O ; COCCN(C)c1nc(C(=O)N[C@H](CN)Cc2ccnc([N+](=O)[O-])c2O)cc(=O)[nH]1
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(Cl)cc4)c3)cc2s1 ; CNc1ccc(S(=O)(=O)N(c2cc(-c3ccc4nc(CNC(C)=O)sc4c3)cnc2Cl)C(C)C)cn1
Cc1nc(N)nc(-n2c(Nc3cn[nH]c3)nc3ccccc32)n1 ; Cc1nc(C(=O)O)nc(-n2c(CCNc3c[nH]nc3)nc3ccccc32)n1
CC(=O)Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1 ; CCOCCc1cc(-c2c(OC(F)(F)C(F)F)cc(NC(C)=O)nc2)nn1N1CCOCC1
O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4cccnc4)cccc3o2)[nH]1 ; c1cnnc(-c2cnc(Cc3ncccc3N3CCOCC3)c3c2occ3)c1
COc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CC2CNC2)CC1 ; Cn1cc([18F])nc1-c1cn(CC2CNC2)c(C2CCCN(c3ncnc(CC#N)c3C3COC3)C2)n1
CCC(=O)N1CC[C@@H](Oc2cnnc3ccc(-c4ccc(OC)nc4)cc23)C1 ; CCC(=O)N1CC[C@@H](Oc2cc3c(cc2-c2ccc(OC)nc2)[nH]nc3)C1
C[C@H]1COCCN1c1cc(C2(S(=O)(=O)C3CC3)CC2)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1 ; CC(C)NC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)cc(C3(CS(=O)(=O)C4CC4)CC3)n2)cc1
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2C(C)(C)O)cc1C(C)C ; CCOc1ccc(Nc2cc(-c3nc(N)nc(N)n3)cnc2C(C)(C)O)cc1C1CC1
CCn1cnc2cnc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)c21 ; N[C@]1(CCF)CC[C@H](c2ncc(-c3c(-c4ccccc4)ncc4nccn34)cn2)CC1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3ccc(F)cc3)CC2)c1C1CCC1 ; Nc1cccc(C2CCC2)c1C1CCN(n2cc(CCN3CCCC3)nc2-c2ccc(F)cn2)CC1
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1[N+](=O)[O-] ; CCCNCCCNc1cn(N2CCC[C@H](c3c([N+](=O)[O-])c(N)ncn3)C2)c(-c2cc(NCCC)ccc2C(F)(F)F)n1
CC1Cc2ccc(F)cc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1 ; NC1Cc2ccc(F)cc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1
