Initial molecule ; Modified molecule
Cc1ccc(-c2c(N)ncnc2N2CCC(c3nc(-c4cc(F)ccc4C(F)(F)F)cn3C)CC2)cc1 ; C#Cc1c(-c2ccc(C)cc2)c(N2C[C@H]3C[C@@]3(c3cc(-c4nc(F)ncc4C(F)(F)F)nn3C)C2)ncn1
NC(=O)C(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1 ; CNc1ccc(C(NC(=O)N2C[C@H](c3ncnc4c3cc[nH]4)OC[C@H]2N)C(N)=O)cc1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1 ; CCCSn1cc([18F])nc1-c1cn(CCN2CCCC2)c(C2CCN(c3ncnc(CC#N)c3C#N)CC2)n1
Nc1ncnc(C2CCN(n3cc(CCN4CCCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1-c1ccccc1F ; FCCOCCO[n+]1ccccc1-c1ccc(I)cc1-c1nc(OCC2CCCNC2)cn1N1CCC(n2ncc3cc(-c4ccccc4F)ccc32)CC1
Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(F)cc4)CC3)c12 ; NCc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc([18F])cc4)CC3)c12
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1csc(C(C)C)n1 ; Cc1c(-c2csc(C(C)C)n2)sc(C(=O)N[C@H]2CCCN2C(N)=O)n1
COc1ccc2nc(NC(=O)CSc3nnc(COc4ccc5c(c4)CCCC5)o3)sc2c1 ; [11CH3]Oc1ccc2nc(NC(=O)CSc3ccc(NCCc4cccc5c4CCCC5)s3)sc2c1
CC(=O)Nc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCC2)CC1 ; CC(=O)Nc1c(CC#N)ncnc1N1CCC(c2cc(-c3nc(F)cn3OC(F)(F)C(F)F)ccc2CCN2CCC2)CC1
Nc1ncccc1-c1nc2ccc(-c3cccnc3)nc2n1-c1ccc(CNC(=O)c2cccc(F)c2)cc1 ; Nc1ccncc1-c1nc2ccc(-c3cccnc3)nc2n1-c1ccc(CNC(=O)c2cncc(F)c2)cc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(OC)ccc3C(N)=O)cn2CCN2CCC2)CC1 ; CCn1nc(N)nc1N1CCCC(c2nc(-c3nc(O[11CH3])cn3C(N)=O)cn2CCN2CCC2)C1
N[C@H](COc1cc(Cl)cnc1-c1ccc2cnccc2c1)Cc1c[nH]c2ccccc12 ; CCCSn1c(=O)c(CC[C@@H](C)Cc2c[nH]c3ccccc23)cn(-c2ccc3cnccc3c2)c1=O
C[C@H]1Cc2ccccc2N1C(=S)Cc1nc(N2CCOCC2)cc(=S)[nH]1 ; COCCN(C)c1cc(=S)[nH]c(C(O)N2c3ccccc3C[C@@H]2CC(=O)O)n1
COc1cc(Cl)ccc1-c1cc(C)nc(N)n1 ; Cc1nc(-c2ccc(Cl)cc2O[11CH3])nn1I
FC(F)(F)c1cccc(-c2c[nH]c(C3CCN(c4ncncc4Br)CC3)n2)c1 ; FCc1cncnc1C1CC(c2nc(-c3cc(C(F)(F)F)ccc3)c[nH]2)C1
CC(=O)Nc1ccc2c(c1)c(-c1cnn3c(C#N)cc(NC4CC4)nc13)cn2CCCO ; CC(=O)NCc1ccc2c(c1)c(-c1c3nc(NC4CC4)cc(C#N)n3nc1)cn2CCCF
Cc1ccc(-c2c(N)ncnc2N2CCC(c3nc(-c4cc(F)ccc4C(F)(F)F)cn3C)CC2)s1 ; Cn1cc(-c2cc(F)ccc2C(F)(F)F)nc1[C@@]12C[C@@H]1CN(c1ncnc(N)c1-c1ccc(CC(=O)O)s1)C2
NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1 ; O=C(O)[C@]1CC[C@H](c2ccc(-c3c(-n4cccc4)n4ccccc4n3)cc2)CC1
CN(C)CCCC(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1 ; CN(C)CC[C@@H](NC(=O)N1CCO[C@@H](c2c(N)n3ccnc3cn2)C1)c1ccc(Cl)nc1
CC(=O)Nc1ccc2ccn(-c3cc(Nn4ccc(C)n4)n4ncc(C#N)c4n3)c2c1 ; CC(=O)NCc1ccc2ccn(-c3ncc4nc(Nc5n[nH]c(C)c5)n(C#N)c4n3)c2c1
Cc1cc(-c2nc(CN3CC(CO)C3)cn2N2CCC(c3c(N)ncnc3C(C)C)CC2)ccc1F ; CCOC1CN(Cc2cn(N3CCC(c4c(C5CC5)ncnc4N)CC3)c(-c3ccc(F)c(C)c3)n2)C1
CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2c(C)cccc2F)cnc1N ; CC(=O)Oc1nc(-c2nc(Cl)ncc2NS(=O)(=O)c2c(CN)cccc2F)nn1N
C#CCNc1nc(C)nc(-n2c(Nc3cc[nH]n3)nc3ccccc32)n1 ; C#CCNc1nc(C)nc(-n2c(CCNc3n[nH]cc3)nc3ccccc32)n1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1ccc(-n2cccn2)cc1 ; Cc1c(-c2ccc(-n3cncn3)nc2)nc(C(=O)N[C@H]2CCCN2CC(N)=O)s1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cccc(Br)c1O ; COCCN(C)c1nc(CC(=O)Nc2ccnc([N+](=O)[O-])c2O)cc(=O)[nH]1
CCN(C)Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN(C)C)CC1 ; CCN(C)Cc1c(N)ncnc1N1CCC(c2cc(-c3cc(F)ccc3C(F)(F)F)nn2OCCN(C)C)CC1
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)cc3)cn2CCN2CCCC2)CC1 ; CCc1c(N)ncnc1N1C[C@H]2C[C@@]2(c2nc(-n3cc(C(F)(F)F)c(=O)[nH]c3=O)cn2CCN2CCCC2)C1
Nc1ncccc1-c1nc2cc(-c3cccnc3)cnc2n1-c1ccc(CNC(=O)c2cccc(F)c2)cc1 ; Nc1ccncc1-c1nc(-c2cccnc2)c2nnn(-c3ccc(CC[C@@H](O)c4cccc([18F])c4)cc3)c2n1
CC(=O)Nc1ccc2c(c1)c(-c1cnn3c(C#N)cc(NC4CC4)nc13)cn2CCCO ; CC(=O)Nc1ccc2c(c1)c(-c1c3nc(NC(C)C)cc(C#N)n3nc1)cn2CCCF
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccc(F)cc1Br ; COCCN(C)c1nc(C(=O)N[C@H](CN)Cc2ncc(F)cc2CF)cc(=O)[nH]1
