Initial,Modified,Delta
6.793661111,6.66475,-0.128911111
7.492461111,7.354938889,-0.137522222
6.60168,6.4606,-0.14108
7.073483333,6.920704444,-0.152778889
6.851767778,6.697155556,-0.154612222
6.76145,6.606527778,-0.154922222
6.921566667,6.763,-0.158566667
6.869533333,6.707733333,-0.1618
6.974166667,6.799833333,-0.174333333
6.885266667,6.706466667,-0.1788
7.282543333,7.10195,-0.180593333
6.975518783,6.794733333,-0.18078545
6.7158,6.5342,-0.1816
6.795983333,6.613133333,-0.18285
5.725333333,5.535092725,-0.190240608
5.726425366,5.529772788,-0.196652578
6.246022222,6.048466667,-0.197555556
6.906882222,6.708883333,-0.197998889
6.919386667,6.718937778,-0.200448889
6.777233333,6.559646667,-0.217586667
6.921333333,6.690833333,-0.2305
6.957006667,6.7223,-0.234706667
7.473366667,7.2371,-0.236266667
7.319155556,7.069994947,-0.249160608
6.951772222,6.685644444,-0.266127778
6.3771,6.109022619,-0.268077381
6.884,6.612708889,-0.271291111
6.881526667,6.609266667,-0.27226
6.972066667,6.694224444,-0.277842222
6.969766667,6.6836,-0.286166667
6.702835556,6.409232725,-0.293602831
7.495,7.193553333,-0.301446667
7.090083333,6.784405556,-0.305677778
7.095466667,6.787911111,-0.307555556
6.8518,6.529941111,-0.321858889
6.8224,6.498132641,-0.324267359
6.9609,6.633677778,-0.327222222
7.053133333,6.725502222,-0.327631111
6.932155556,6.598872222,-0.333283333
6.915337778,6.57504127,-0.340296508
6.940292725,6.597138889,-0.343153836
7.090083333,6.710922222,-0.379161111
6.808366667,6.4152,-0.393166667
6.264648889,5.836697068,-0.427951821
7.1264,6.68,-0.4464
7.243293333,6.788566667,-0.454726667
7.086038889,6.627283333,-0.458755556
6.246022222,5.785044985,-0.460977237
7.508825556,7.043788889,-0.465036667
6.812933333,6.321916667,-0.491016667
7.351666667,6.855666667,-0.496
7.638377778,7.134877778,-0.5035
7.32176,6.811933333,-0.509826667
7.351666667,6.837933333,-0.513733333
6.79656,6.241999769,-0.554560231
6.681988889,6.114666667,-0.567322222
6.627488889,6.039003836,-0.588485053
7.401133333,6.799846667,-0.601286667
7.430633333,6.753486667,-0.677146667
7.5252,6.821146667,-0.704053333
6.629033333,5.897892725,-0.731140608
6.444511111,5.646477944,-0.798033167
6.5324,5.672733333,-0.859666667
6.387318783,5.501985219,-0.885333564
6.779922222,5.874592613,-0.905329609
7.455333333,6.274311111,-1.181022222
6.844988889,5.472456291,-1.372532598
7.5591,6.183352725,-1.375747275
