Initial,Modified,Delta
7.2840676,7.3438997,0.0598321
6.875269,6.9348984,0.0596294
6.6477914,6.705374,0.0575826
6.277913,6.3346825,0.0567695
6.2032557,6.2597036,0.0564479
7.148806,7.2052393,0.0564333
6.5240827,6.579116,0.0550333
6.181149,6.2359524,0.0548034
7.4155254,7.469357,0.0538316
7.1756053,7.228716,0.0531107
6.394711,6.4462833,0.0515723
6.876124,6.9276037,0.0514797
6.3236003,6.3748813,0.051281
6.923044,6.9733195,0.0502755
6.947315,6.9948106,0.0474956
6.8851423,6.932158,0.0470157
6.4634213,6.509407,0.0459857
6.1922145,6.236242,0.0440275
6.793164,6.837071,0.043907
6.584486,6.627988,0.043502
6.918105,6.9613733,0.0432683
7.0556602,7.098832,0.0431718
6.6278286,6.6696386,0.04181
6.9562817,6.997689,0.0414073
6.951953,6.992361,0.040408
6.9997416,7.0400205,0.0402789
6.6589327,6.697924,0.0389913
7.145539,7.18413,0.038591
6.9720616,7.009597,0.0375354
6.368027,6.40454,0.036513
7.492878,7.5281596,0.0352816
6.7544894,6.7895627,0.0350733
7.1073103,7.142019,0.0347087
6.7642565,6.7974553,0.0331988
6.705328,6.732686,0.027358
6.377008,6.4042597,0.0272517
6.4059014,6.432754,0.0268526
7.1832776,7.2088013,0.0255237
6.9725704,6.9966035,0.0240331
7.0997987,7.1231995,0.0234008
7.1012697,7.123475,0.0222053
6.8047457,6.8264318,0.0216861
7.078641,7.1001663,0.0215253
6.7352176,6.7564297,0.0212121
6.6497808,6.669875,0.0200942
7.079591,7.0991025,0.0195115
7.1501784,7.16944,0.0192616
7.450162,7.467966,0.017804
6.426116,6.443917,0.017801
6.9640484,6.9809213,0.0168729
7.3239512,7.3396635,0.0157123
6.875532,6.890233,0.014701
7.3951263,7.407405,0.0122787
7.1495385,7.161766,0.0122275
6.960445,6.9717283,0.0112833
7.125779,7.136951,0.011172
7.5222964,7.5331683,0.0108719
6.6420064,6.6528716,0.0108652
6.8526454,6.863457,0.0108116
6.3469405,6.357673,0.0107325
7.316305,7.326754,0.010449
6.2721143,6.28248,0.0103657
7.253576,7.2638226,0.0102466
7.0400047,7.050114,0.0101093
6.98425,6.994317,0.010067
7.0632377,7.073286,0.0100483
6.5879054,6.597285,0.0093796
6.60985,6.6184926,0.0086426
6.8225484,6.830319,0.0077706
7.109482,7.1163397,0.0068577
6.7105684,6.71661,0.0060416
6.2459188,6.251221,0.0053022
6.7455096,6.749645,0.0041354
7.029125,7.033227,0.004102
6.6664147,6.6701074,0.0036927
6.688956,6.6926484,0.0036924
6.920053,6.9237423,0.0036893
6.250791,6.2537537,0.0029627
6.9597573,6.962683,0.0029257
6.7094173,6.7120676,0.0026503
6.9577637,6.960117,0.0023533
6.8214355,6.8237886,0.0023531
6.5589986,6.5613513,0.0023527
6.4450994,6.447372,0.0022726
6.479294,6.4815664,0.0022724
6.147908,6.150154,0.002246
6.224353,6.2263675,0.0020145
5.87092,5.87262,0.0017
6.9488935,6.9505677,0.0016742
6.7369843,6.7383237,0.0013394
6.5965223,6.5965223,0
5.925297,5.925297,0
6.2907305,6.2907305,0
6.263186,6.263186,0
5.7894077,5.7894077,0
5.8321166,5.8321166,0
6.2281356,6.2281356,0
5.4795623,5.4795623,0
5.738197,5.738197,0
6.42807,6.42807,0
6.9902887,6.9902887,0
6.444514,6.444514,0
5.769289,5.769289,0
5.9234533,5.9234533,0
7.029209,7.029209,0
6.0515194,6.0515194,0
7.6921406,7.6921406,0
6.847531,6.847531,0
6.444514,6.444514,0
6.6844683,6.6844683,0
6.455199,6.455199,0
5.535406,5.535406,0
6.669622,6.669622,0
5.6996417,5.6996417,0
6.227193,6.227193,0
7.2837596,7.2837596,0
5.5966773,5.5966773,0
6.557705,6.557705,0
5.8852262,5.8852262,0
6.0574627,6.0574627,0
7.220374,7.220374,0
6.193567,6.193567,0
6.3325377,6.3325377,0
6.0159874,6.0159874,0
6.3852854,6.3852854,0
6.268964,6.268964,0
5.4843354,5.4843354,0
5.8999624,5.8999624,0
6.465688,6.465688,0
6.824325,6.824325,0
6.263186,6.263186,0
6.078441,6.078441,0
7.5912085,7.5912085,0
7.759208,7.759208,0
5.898725,5.898725,0
6.352992,6.352992,0
6.4903283,6.4903283,0
6.3215513,6.3215513,0
6.347852,6.347852,0
7.0611377,7.0611377,0
6.2596297,6.2596297,0
6.265344,6.265344,0
6.3549905,6.3549905,0
6.524018,6.524018,0
7.6803913,7.6803913,0
6.6997533,6.6997533,0
6.9207945,6.9207945,0
6.1892376,6.1892376,0
6.3617697,6.3617697,0
6.356937,6.356937,0
6.239924,6.239924,0
6.8440256,6.8440256,0
5.793124,5.793124,0
6.5591865,6.5591865,0
5.943644,5.943644,0
7.184353,7.184353,0
6.436427,6.436427,0
6.874941,6.874941,0
6.851398,6.851398,0
6.271667,6.271667,0
6.8457136,6.8457136,0
6.321997,6.321997,0
7.240516,7.240516,0
6.4008374,6.4008374,0
6.386305,6.386305,0
7.0395207,7.0395207,0
5.978306,5.978306,0
7.102665,7.102665,0
6.6161113,6.6161113,0
5.9923625,5.9923625,0
6.416304,6.416304,0
6.827894,6.827894,0
6.3549614,6.3549614,0
6.670292,6.670292,0
5.5379567,5.5379567,0
6.4356875,6.4356875,0
6.4005184,6.4005184,0
6.306107,6.306107,0
6.7824016,6.7824016,0
6.5187235,6.5187235,0
5.6578984,5.6578984,0
6.4234915,6.4234915,0
5.863889,5.863889,0
6.375811,6.375811,0
6.2771745,6.2771745,0
6.965762,6.965762,0
6.0751557,6.0751557,0
7.0258975,7.0258975,0
5.800944,5.800944,0
7.760269,7.760269,0
6.5268703,6.5268703,0
6.3344193,6.3344193,0
6.4680495,6.4680495,0
6.181013,6.181013,0
6.436644,6.436644,0
6.263186,6.263186,0
7.1246796,7.1246796,0
5.714459,5.714459,0
6.3759174,6.3759174,0
7.0796313,7.0796313,0
6.389868,6.389868,0
7.135044,7.135044,0
6.1090236,6.1090236,0
5.959154,5.959154,0
6.319384,6.319384,0
6.4950633,6.4950633,0
6.469378,6.469378,0
6.495752,6.495752,0
6.834615,6.834615,0
6.8089156,6.8089156,0
6.4983177,6.4983177,0
7.6758523,7.6758523,0
6.4039693,6.4039693,0
7.0384603,7.0384603,0
7.0132623,7.0132623,0
6.921766,6.921766,0
7.2131824,7.2131824,0
6.772473,6.772473,0
7.923201,7.923201,0
6.4269695,6.4269695,0
7.884181,7.884181,0
7.166476,7.166476,0
7.6167083,7.6167083,0
7.2805543,7.2805543,0
7.7062044,7.7062044,0
7.5962133,7.5962133,0
7.200303,7.200303,0
6.5260825,6.5260825,0
7.1903415,7.1903415,0
6.5983057,6.5983057,0
6.4045773,6.4045773,0
6.6257334,6.6257334,0
6.5749884,6.5749884,0
6.4540935,6.4540935,0
6.981211,6.981211,0
6.884025,6.884025,0
7.185313,7.185313,0
6.3421955,6.3421955,0
6.9961886,6.9961886,0
6.788294,6.788294,0
7.0109167,7.0109167,0
7.0648026,7.0648026,0
7.071459,7.071459,0
6.7725625,6.7725625,0
6.5052156,6.5052156,0
7.341512,7.341512,0
7.374709,7.374709,0
6.5714803,6.5714803,0
7.849102,7.849102,0
6.938772,6.938772,0
6.846428,6.846428,0
6.7060122,6.7060122,0
6.682005,6.682005,0
6.9674845,6.9674845,0
5.318462,5.318462,0
6.937022,6.937022,0
7.254564,7.254564,0
7.8431835,7.8431835,0
6.594324,6.594324,0
7.3488007,7.3488007,0
7.719989,7.719989,0
7.5580406,7.5580406,0
7.064532,7.064532,0
7.721045,7.721045,0
7.7913513,7.7913513,0
7.342703,7.342703,0
7.0404253,7.0404253,0
6.6028733,6.6028733,0
7.352209,7.352209,0
6.956953,6.956953,0
7.021957,7.021957,0
7.1509266,7.1509266,0
7.007247,7.007247,0
6.2872896,6.2872896,0
7.7206473,7.7206473,0
6.517997,6.517997,0
7.041539,7.041539,0
6.89553,6.89553,0
7.3774567,7.3774567,0
5.797753,5.797753,0
7.3550367,7.3550367,0
6.6097827,6.6097827,0
6.791177,6.791177,0
6.814946,6.814946,0
6.927623,6.927441,-0.000182
6.5573697,6.556823,-0.0005467
7.373489,7.3721466,-0.0013424
6.8926105,6.891005,-0.0016055
7.67875,7.6764965,-0.0022535
7.054454,7.0520363,-0.0024177
7.3973684,7.3948116,-0.0025568
6.754033,6.7508483,-0.0031847
5.341362,5.336371,-0.004991
5.790523,5.785532,-0.004991
6.4631443,6.457557,-0.0055873
6.2554183,6.249342,-0.0060763
7.153707,7.1475806,-0.0061264
7.4435244,7.437398,-0.0061264
6.6578183,6.651517,-0.0063013
6.6271744,6.6208544,-0.00632
6.6446743,6.637573,-0.0071013
7.0259995,7.0188675,-0.007132
6.666164,6.658728,-0.007436
7.389341,7.3808923,-0.0084487
6.362166,6.352392,-0.009774
6.932408,6.921828,-0.01058
6.731597,6.720718,-0.010879
6.110483,6.0987854,-0.0116976
7.386669,7.3739333,-0.0127357
7.114494,7.1017127,-0.0127813
7.2387247,7.2252636,-0.0134611
6.6104317,6.5962586,-0.0141731
6.47226,6.457557,-0.014703
6.091336,6.0753865,-0.0159495
7.054957,7.0389895,-0.0159675
6.0010824,5.9849133,-0.0161691
7.208141,7.191924,-0.016217
7.104182,7.087674,-0.016508
6.971484,6.953991,-0.017493
5.6893444,5.671483,-0.0178614
5.9842844,5.9663286,-0.0179558
7.1420016,7.1236787,-0.0183229
5.920871,5.9007173,-0.0201537
6.4025836,6.3821583,-0.0204253
7.393741,7.371626,-0.022115
7.294907,7.271758,-0.023149
7.2759395,7.252588,-0.0233515
6.3566985,6.3333216,-0.0233769
7.5048685,7.4807267,-0.0241418
7.0277715,7.002672,-0.0250995
7.1700697,7.1447825,-0.0252872
6.472586,6.44616,-0.026426
6.5985594,6.571097,-0.0274624
7.13841,7.1109147,-0.0274953
6.842917,6.813933,-0.028984
6.821082,6.7918177,-0.0292643
6.6585765,6.629153,-0.0294235
6.321447,6.291919,-0.029528
6.7898464,6.7591534,-0.030693
7.019168,6.9874716,-0.0316964
7.3273273,7.2954435,-0.0318838
7.630928,7.5990047,-0.0319233
6.6453304,6.612974,-0.0323564
6.2733502,6.2407217,-0.0326285
6.3857102,6.3522916,-0.0334186
6.5869327,6.5532246,-0.0337081
6.630372,6.5962663,-0.0341057
6.770279,6.7355185,-0.0347605
5.905963,5.871028,-0.034935
6.9208355,6.885641,-0.0351945
6.7766485,6.741248,-0.0354005
6.60544,6.569724,-0.035716
6.2549047,6.218615,-0.0362897
6.6662107,6.628937,-0.0372737
6.467782,6.4292626,-0.0385194
6.618142,6.5783587,-0.0397833
6.724827,6.683903,-0.040924
6.2574,6.2163563,-0.0410437
6.42533,6.3826804,-0.0426496
6.466581,6.422591,-0.04399
6.1294985,6.084955,-0.0445435
5.751323,5.706704,-0.044619
6.7794533,6.7333527,-0.0461006
6.522742,6.4759464,-0.0467956
7.0761714,7.0258636,-0.0503078
5.409606,5.358632,-0.050974
7.126431,7.073954,-0.052477
6.08037,6.0277495,-0.0526205
7.0204954,6.967824,-0.0526714
7.153112,7.100287,-0.052825
7.179066,7.1247606,-0.0543054
6.674344,6.6176715,-0.0566725
6.55477,6.497747,-0.057023
7.6401644,7.5821114,-0.058053
6.4997334,6.44063,-0.0591034
6.5542727,6.494723,-0.0595497
6.511273,6.4514985,-0.0597745
6.5487347,6.488783,-0.0599517
6.917784,6.857568,-0.060216
6.5913386,6.530494,-0.0608446
7.0137167,6.9524927,-0.061224
7.1405144,7.075976,-0.0645384
7.2350245,7.169072,-0.0659525
7.0516815,6.9848895,-0.066792
7.0973077,7.0294876,-0.0678201
6.568225,6.4983325,-0.0698925
6.555702,6.485094,-0.070608
6.9037333,6.8329296,-0.0708037
6.4331527,6.3621693,-0.0709834
6.618058,6.5462766,-0.0717814
6.1951413,6.1224613,-0.07268
6.992506,6.9190254,-0.0734806
7.46893,7.392682,-0.076248
6.5649776,6.4875116,-0.077466
6.7744913,6.6969905,-0.0775008
7.255399,7.1753106,-0.0800884
6.7518806,6.6708145,-0.0810661
6.492229,6.4104424,-0.0817866
6.4522996,6.3701077,-0.0821919
6.2549047,6.1723433,-0.0825614
7.1892815,7.106076,-0.0832055
7.130791,7.0456095,-0.0851815
7.6161113,7.526552,-0.0895593
7.7981334,7.7084646,-0.0896688
7.856521,7.7650037,-0.0915173
6.7685027,6.675015,-0.0934877
6.7703357,6.676701,-0.0936347
7.1802745,7.0848346,-0.0954399
7.271361,7.175824,-0.095537
6.6021924,6.5028896,-0.0993028
7.2089233,7.1084695,-0.1004538
6.1412487,6.0390706,-0.1021781
6.162962,6.059931,-0.103031
7.0870943,6.9818597,-0.1052346
6.2365603,6.130182,-0.1063783
6.277913,6.169107,-0.108806
6.8215604,6.712254,-0.1093064
6.297798,6.188037,-0.109761
6.323416,6.2118583,-0.1115577
6.2664266,6.150691,-0.1157356
6.6699915,6.5534825,-0.116509
7.087524,6.969069,-0.118455
7.044675,6.92574,-0.118935
7.0479302,6.925967,-0.1219632
5.776502,5.6526794,-0.1238226
6.2755966,6.1516037,-0.1239929
6.2755966,6.1516037,-0.1239929
6.1677003,6.0411086,-0.1265917
6.7189307,6.591002,-0.1279287
7.320202,7.1895866,-0.1306154
6.8055305,6.6744685,-0.131062
7.003349,6.8718805,-0.1314685
6.56352,6.431452,-0.132068
6.686015,6.549899,-0.136116
7.6995482,7.563128,-0.1364202
7.1989236,7.0616913,-0.1372323
7.096267,6.95873,-0.137537
6.443785,6.30603,-0.137755
6.432343,6.291072,-0.141271
7.247823,7.1048665,-0.1429565
6.8622255,6.7190905,-0.143135
7.112487,6.96568,-0.146807
6.2493706,6.10251,-0.1468606
7.174613,7.026777,-0.147836
6.698864,6.550985,-0.147879
7.121603,6.9736147,-0.1479883
6.659823,6.510708,-0.149115
7.2688713,7.119684,-0.1491873
6.69014,6.5406957,-0.1494443
6.3068705,6.1558805,-0.15099
6.7403564,6.589266,-0.1510904
6.7826366,6.6292787,-0.1533579
7.3289227,7.175092,-0.1538307
6.8166804,6.6611986,-0.1554818
6.7010713,6.5452633,-0.155808
6.601539,6.440478,-0.161061
6.799833,6.6387496,-0.1610834
6.3564906,6.1953855,-0.1611051
6.413395,6.25045,-0.162945
6.397558,6.234341,-0.163217
6.3682656,6.2023215,-0.1659441
6.9715624,6.8024387,-0.1691237
7.193446,7.024113,-0.169333
6.8491435,6.678288,-0.1708555
6.6070423,6.435878,-0.1711643
7.16948,6.995714,-0.173766
6.3223863,6.1468987,-0.1754876
6.8291197,6.65322,-0.1758997
6.2688584,6.0884476,-0.1804108
7.0837855,6.9031954,-0.1805901
7.064825,6.8837795,-0.1810455
6.8992186,6.717773,-0.1814456
7.090477,6.9059205,-0.1845565
6.9068155,6.719009,-0.1878065
7.1075006,6.9189386,-0.188562
6.442753,6.2460303,-0.1967227
6.366787,6.1651425,-0.2016445
6.858882,6.656522,-0.20236
6.435019,6.2315497,-0.2034693
6.708624,6.502235,-0.206389
6.837719,6.628619,-0.2091
7.113473,6.9011273,-0.2123457
7.1438975,6.9283705,-0.215527
6.839695,6.6235237,-0.2161713
6.83319,6.6167665,-0.2164235
7.133995,6.9149046,-0.2190904
6.6825566,6.449361,-0.2331956
7.0563817,6.817329,-0.2390527
6.848341,6.605145,-0.243196
7.0327373,6.788029,-0.2447083
6.85411,6.609023,-0.245087
6.5876637,6.3398056,-0.2478581
7.0098734,6.76144,-0.2484334
6.7534266,6.5042977,-0.2491289
7.1070747,6.8551593,-0.2519154
7.4106402,7.1580195,-0.2526207
6.5975366,6.343562,-0.2539746
6.9774957,6.721701,-0.2557947
7.113075,6.8571444,-0.2559306
6.8943353,6.637044,-0.2572913
7.17828,6.9202847,-0.2579953
6.360976,6.1022744,-0.2587016
6.7665367,6.505221,-0.2613157
7.2922044,7.0299163,-0.2622881
6.450867,6.1864,-0.264467
7.106157,6.841667,-0.26449
7.71683,7.45121,-0.26562
5.4248614,5.15823,-0.2666314
6.561511,6.2945476,-0.2669634
5.9838533,5.7148843,-0.268969
6.4038014,6.1317277,-0.2720737
7.3864923,7.1097584,-0.2767339
7.0903325,6.812314,-0.2780185
6.536577,6.255442,-0.281135
7.4230895,7.1412067,-0.2818828
6.523421,6.2403564,-0.2830646
7.6183004,7.334849,-0.2834514
7.1033335,6.8193555,-0.283978
7.352435,7.0676603,-0.2847747
6.305157,6.0089426,-0.2962144
7.184353,6.882993,-0.30136
7.223981,6.9221497,-0.3018313
7.4148445,7.108855,-0.3059895
6.7855406,6.476302,-0.3092386
6.578429,6.267027,-0.311402
7.121446,6.8083215,-0.3131245
6.6226516,6.308823,-0.3138286
7.0269923,6.710604,-0.3163883
6.960963,6.6417913,-0.3191717
6.832253,6.5122313,-0.3200217
7.297204,6.9763703,-0.3208337
6.4549155,6.1209836,-0.3339319
7.1484785,6.8089404,-0.3395381
7.2894588,6.9407973,-0.3486615
6.9125924,6.5633492,-0.3492432
6.833929,6.47567,-0.358259
6.600818,6.241742,-0.359076
6.558524,6.18591,-0.372614
6.1525974,5.77675,-0.3758474
7.1163397,6.7398148,-0.3765249
7.1163397,6.7398148,-0.3765249
7.1163397,6.7398148,-0.3765249
6.964789,6.5878816,-0.3769074
7.0157633,6.6367774,-0.3789859
7.1395288,6.7551746,-0.3843542
7.1395288,6.7551746,-0.3843542
7.2909474,6.9063163,-0.3846311
7.2909474,6.9063163,-0.3846311
7.2909474,6.9063163,-0.3846311
7.0402536,6.650889,-0.3893646
7.201928,6.8093224,-0.3926056
6.929157,6.532456,-0.396701
6.3762374,5.978528,-0.3977094
6.511276,6.1125865,-0.3986895
7.408622,7.0054574,-0.4031646
6.6973805,6.282833,-0.4145475
6.897697,6.4827266,-0.4149704
6.596091,6.174979,-0.421112
6.7628183,6.3378677,-0.4249506
6.7844253,6.357902,-0.4265233
6.463245,6.035531,-0.427714
6.732351,6.2958493,-0.4365017
6.7858415,6.3404684,-0.4453731
7.293035,6.838955,-0.45408
7.0947127,6.6258984,-0.4688143
7.663214,7.1927767,-0.4704373
