Initial,Modified,Delta
6.377008,6.555354,0.178346
6.7516856,6.9285707,0.1768851
5.863889,6.039964,0.176075
7.2012835,7.3764334,0.1751499
5.978306,6.15316,0.174854
7.2376704,7.4118853,0.1742149
6.219218,6.3928123,0.1735943
6.944506,7.117699,0.173193
6.3018446,6.4746914,0.1728468
7.0277715,7.199368,0.1715965
6.08037,6.2511563,0.1707863
6.7817326,6.9513707,0.1696381
6.8031363,6.972633,0.1694967
5.2602415,5.429682,0.1694405
5.7894077,5.9581437,0.168736
6.876124,7.0443215,0.1681975
6.876124,7.0443215,0.1681975
6.4229097,6.589168,0.1662583
6.655784,6.8203945,0.1646105
5.6744914,5.838184,0.1636926
6.450867,6.613109,0.162242
6.6261883,6.787423,0.1612347
6.330159,6.490278,0.160119
6.9492707,7.10907,0.1597993
6.9492707,7.10907,0.1597993
6.6761966,6.835517,0.1593204
6.9839005,7.142936,0.1590355
6.691762,6.850731,0.158969
5.810412,5.968808,0.158396
6.137217,6.2956066,0.1583896
6.43626,6.5940924,0.1578324
6.362167,6.519478,0.157311
6.8214393,6.9786024,0.1571631
6.724827,6.881424,0.156597
5.926728,6.083086,0.156358
6.8808665,7.036463,0.1555965
6.1851363,6.3405466,0.1554103
7.450162,7.6054816,0.1553196
5.905963,6.0601587,0.1541957
6.39951,6.5536723,0.1541623
6.847531,7.0011654,0.1536344
6.9306355,7.084188,0.1535525
7.208141,7.3614383,0.1532973
6.836789,6.9894357,0.1526467
6.322778,6.47536,0.152582
6.788294,6.93952,0.151226
6.566877,6.7177505,0.1508735
5.483125,5.6333823,0.1502573
6.2911015,6.440427,0.1493255
5.3981833,5.547499,0.1493157
6.397558,6.5446496,0.1470916
6.427186,6.5730023,0.1458163
6.4655323,6.610918,0.1453857
6.396006,6.5407753,0.1447693
6.8084154,6.952727,0.1443116
6.181013,6.3252997,0.1442867
6.760592,6.904837,0.144245
6.850374,6.9937325,0.1433585
6.4005184,6.543584,0.1430656
5.9838533,6.12645,0.1425967
6.61324,6.755799,0.142559
6.7685027,6.9086857,0.140183
5.943644,6.0836077,0.1399637
6.481481,6.621245,0.139764
6.268964,6.408638,0.139674
6.758462,6.8976655,0.1392035
6.0751557,6.2135797,0.138424
6.617284,6.7551765,0.1378925
6.493819,6.6310863,0.1372673
6.2454095,6.382613,0.1372035
6.9681125,7.1043177,0.1362052
6.3927317,6.528732,0.1360003
6.4788404,6.614335,0.1354946
6.2425504,6.376931,0.1343806
7.097399,7.231588,0.134189
6.4331527,6.5672584,0.1341057
5.793124,5.9249606,0.1318366
6.6158676,6.747049,0.1311814
7.2703085,7.400473,0.1301645
6.9902887,7.1203895,0.1301008
6.918105,7.047963,0.129858
6.945242,7.074605,0.129363
7.138398,7.266995,0.128597
7.036077,7.1643815,0.1283045
6.8506145,6.97778,0.1271655
5.4843354,5.6082697,0.1239343
6.965762,7.0889792,0.1232172
7.0835385,7.206749,0.1232105
6.60046,6.72361,0.12315
5.4738975,5.5961695,0.122272
5.8476624,5.969392,0.1217296
6.9961886,7.1175704,0.1213818
6.7518806,6.8731623,0.1212817
6.068747,6.18929,0.120543
6.6699915,6.7901587,0.1201672
6.95722,7.0771456,0.1199256
7.1073103,7.226376,0.1190657
6.8210936,6.9391437,0.1180501
7.23163,7.3492045,0.1175745
6.4467072,6.563621,0.1169138
6.8491435,6.965089,0.1159455
6.923044,7.038411,0.115367
6.3022094,6.415492,0.1132826
6.3022094,6.415492,0.1132826
6.271667,6.384558,0.112891
7.0786605,7.1911416,0.1124811
6.2771745,6.389475,0.1123005
6.423585,6.5348997,0.1113147
6.971233,7.0818744,0.1106414
6.8021383,6.9110923,0.108954
6.5781116,6.6856155,0.1075039
7.264195,7.37154,0.107345
6.772466,6.879663,0.107197
7.184423,7.29147,0.107047
6.462743,6.56962,0.106877
6.1412487,6.2479234,0.1066747
7.036805,7.1432934,0.1064884
5.990141,6.095703,0.105562
7.28737,7.392731,0.105361
6.992506,7.097678,0.105172
6.4767895,6.581712,0.1049225
6.486494,6.5911307,0.1046367
7.1075006,7.210784,0.1032834
7.0157633,7.1187763,0.103013
6.9597573,7.062588,0.1028307
6.754002,6.856088,0.102086
7.1495385,7.2515435,0.102005
6.1922145,6.293819,0.1016045
6.416304,6.516944,0.10064
6.0924907,6.1929026,0.1004119
6.823863,6.922471,0.098608
5.861245,5.9588866,0.0976416
7.236472,7.332486,0.096014
6.3852854,6.478869,0.0935836
6.276752,6.370005,0.093253
6.3571553,6.4500966,0.0929413
6.7703357,6.8629026,0.0925669
6.368013,6.4602833,0.0922703
6.9674473,7.0584393,0.090992
6.1090856,6.198495,0.0894094
6.7744913,6.863343,0.0888517
7.2789454,7.367686,0.0887406
5.533682,5.622147,0.088465
6.833929,6.9215755,0.0876465
6.9720616,7.0585084,0.0864468
6.3215513,6.4078574,0.0863061
6.435787,6.521397,0.08561
6.979142,7.06383,0.084688
7.6758523,7.758522,0.0826697
7.112487,7.194846,0.082359
6.2376485,6.3194895,0.081841
6.4696503,6.5508776,0.0812273
7.0826015,7.163413,0.0808115
7.0404253,7.1210985,0.0806732
7.320202,7.4007936,0.0805916
6.7826366,6.861515,0.0788784
6.7546897,6.8323336,0.0776439
7.1503196,7.2270613,0.0767417
6.618058,6.6939507,0.0758927
7.0269923,7.102186,0.0751937
7.2759395,7.349865,0.0739255
6.5074177,6.5803857,0.072968
7.3259196,7.3955507,0.0696311
7.105736,7.1751437,0.0694077
6.6070423,6.676251,0.0692087
6.5991964,6.6677566,0.0685602
5.4795623,5.547975,0.0684127
6.227193,6.295507,0.068314
6.162962,6.2310762,0.0681142
5.5910516,5.658294,0.0672424
6.181149,6.2477736,0.0666246
6.5975366,6.664005,0.0664684
6.916765,6.9830694,0.0663044
6.699246,6.7653036,0.0660576
6.6446743,6.710696,0.0660217
6.509989,6.5756826,0.0656936
6.250791,6.3161693,0.0653783
6.7455096,6.809446,0.0639364
6.7010713,6.764704,0.0636327
7.4103546,7.4731207,0.0627661
6.802703,6.864871,0.062168
6.0263176,6.087736,0.0614184
6.250791,6.3120356,0.0612446
7.23163,7.2917733,0.0601433
7.294907,7.355038,0.060131
7.087524,7.1470485,0.0595245
6.5714803,6.6308575,0.0593772
6.86723,6.9255238,0.0582938
7.3986597,7.456834,0.0581743
7.271361,7.329359,0.057998
5.8999624,5.9576025,0.0576401
6.695216,6.752803,0.057587
6.605296,6.662793,0.057497
6.4039693,6.4613748,0.0574055
6.5119867,6.5693736,0.0573869
6.250791,6.30765,0.056859
6.4950633,6.5510283,0.055965
6.9125924,6.9675913,0.0549989
6.4116855,6.4666114,0.0549259
7.0240045,7.0783772,0.0543727
6.8064113,6.8603854,0.0539741
6.8064113,6.8603854,0.0539741
6.9697857,7.022757,0.0529713
6.965007,7.0179496,0.0529426
6.9261804,6.9786935,0.0525131
6.836378,6.88856,0.052182
5.459106,5.5092654,0.0501594
6.389868,6.4399014,0.0500334
6.663579,6.712634,0.049055
7.1756053,7.223812,0.0482067
7.0410385,7.089221,0.0481825
7.46893,7.516647,0.047717
6.9189568,6.9665003,0.0475435
6.321447,6.368869,0.047422
6.754033,6.801394,0.047361
7.296305,7.343392,0.047087
6.8947945,6.941271,0.0464765
6.263186,6.309181,0.045995
6.263186,6.309181,0.045995
6.263186,6.309181,0.045995
6.9562817,7.002182,0.0459003
6.6497808,6.694855,0.0450742
6.493104,6.537991,0.044887
6.444514,6.4876885,0.0431745
6.444514,6.4876885,0.0431745
6.400776,6.4432406,0.0424646
6.6356297,6.676973,0.0413433
6.9774957,7.018075,0.0405793
6.5376782,6.577324,0.0396458
6.6807313,6.7203207,0.0395894
6.561511,6.6004457,0.0389347
6.4275036,6.465228,0.0377244
7.104182,7.14182,0.037638
7.263552,7.2988405,0.0352885
6.049535,6.083784,0.034249
6.1430964,6.1773143,0.0342179
6.546642,6.5797596,0.0331176
6.6185756,6.651539,0.0329634
6.277913,6.3106523,0.0327393
6.277913,6.3106523,0.0327393
6.265344,6.2977967,0.0324527
5.776502,5.808202,0.0317
6.3682656,6.3994308,0.0311652
6.7105684,6.741686,0.0311176
6.403918,6.4349155,0.0309975
6.078976,6.10966,0.030684
6.214966,6.2453246,0.0303586
7.066723,7.096995,0.030272
6.172722,6.2023706,0.0296486
6.7694674,6.798723,0.0292556
5.983765,6.0126824,0.0289174
5.664916,5.693771,0.028855
6.979675,7.0085163,0.0288413
6.979675,7.0085163,0.0288413
6.875795,6.9041142,0.0283192
6.990641,7.0188336,0.0281926
6.347852,6.3758154,0.0279634
7.1938677,7.2215657,0.027698
6.6299534,6.657333,0.0273796
5.5065784,5.533458,0.0268796
6.5961814,6.6229844,0.026803
7.191944,7.218433,0.026489
6.56352,6.5897813,0.0262613
6.270902,6.296397,0.025495
7.434808,7.459249,0.024441
7.5962133,7.620641,0.0244277
7.0522246,7.07615,0.0239254
6.3026047,6.325649,0.0230443
7.2656474,7.2885737,0.0229263
6.4540935,6.474793,0.0206995
6.9184895,6.937544,0.0190545
7.210075,7.22906,0.018985
5.9716706,5.990648,0.0189774
6.3762374,6.3949914,0.018754
7.014914,7.0327907,0.0178767
6.683052,6.7001925,0.0171405
6.669035,6.685552,0.016517
7.227792,7.243325,0.015533
6.2343154,6.2497506,0.0154352
6.9727187,6.988029,0.0153103
6.89741,6.9118648,0.0144548
6.413088,6.427461,0.014373
6.305157,6.31938,0.014223
6.6226516,6.6357613,0.0131097
6.1415405,6.1543517,0.0128112
6.352712,6.3653975,0.0126855
5.701707,5.7141495,0.0124425
6.3344193,6.3465915,0.0121722
6.7196536,6.731471,0.0118174
7.4254947,7.43686,0.0113653
6.9886456,6.9990997,0.0104541
7.427529,7.4376073,0.0100783
6.734165,6.743804,0.009639
6.214843,6.2235007,0.0086577
6.60985,6.6184926,0.0086426
6.621556,6.6298323,0.0082763
6.0515194,6.059438,0.0079186
6.531815,6.538073,0.006258
7.0132623,7.0192933,0.006031
6.5234523,6.529271,0.0058187
7.0024767,7.0081406,0.0056639
5.994399,5.9999843,0.0055853
6.640157,6.645621,0.005464
7.125779,7.13032,0.004541
5.916734,5.921071,0.004337
6.323416,6.327598,0.004182
6.6664147,6.6701074,0.0036927
6.679553,6.6832457,0.0036927
6.6193995,6.623092,0.0036925
6.6193995,6.623092,0.0036925
6.6193995,6.623092,0.0036925
6.688956,6.6926484,0.0036924
6.8055305,6.808926,0.0033955
5.639155,5.6424217,0.0032667
6.436427,6.439455,0.003028
6.9577637,6.960117,0.0023533
6.8214355,6.8237886,0.0023531
6.5589986,6.5613513,0.0023527
6.4412045,6.443478,0.0022735
6.4450994,6.447372,0.0022726
6.479294,6.4815664,0.0022724
5.87092,5.87262,0.0017
6.7369843,6.7383237,0.0013394
7.1003804,7.101653,0.0012726
7.386669,7.38788,0.001211
6.834505,6.8350825,0.0005775
6.147908,6.148223,0.000315
6.800411,6.800411,0
6.7630205,6.7630205,0
5.318462,5.318462,0
6.8526454,6.8526454,0
6.523421,6.523421,0
6.193567,6.193567,0
6.078441,6.078441,0
6.4356875,6.4356875,0
6.4549155,6.4549155,0
5.797753,5.797753,0
5.9036775,5.9036775,0
6.1892376,6.1892376,0
6.2281356,6.2281356,0
6.6176143,6.6176143,0
7.042106,7.0418825,-0.0002235
7.060794,7.059543,-0.001251
6.2296224,6.2277603,-0.0018621
6.932103,6.9298677,-0.0022353
6.814725,6.8122787,-0.0024463
7.019168,7.016461,-0.002707
5.8321166,5.828536,-0.0035806
6.500668,6.497017,-0.003651
6.9313493,6.927266,-0.0040833
5.341362,5.336371,-0.004991
5.790523,5.785532,-0.004991
6.067791,6.0624156,-0.0053754
7.079591,7.0741534,-0.0054376
6.6578183,6.651517,-0.0063013
6.608668,6.602055,-0.006613
6.5959706,6.5886545,-0.0073161
6.654393,6.6470733,-0.0073197
7.2837596,7.276094,-0.0076656
6.306107,6.2982454,-0.0078616
7.1939187,7.185033,-0.0088857
6.1090236,6.099363,-0.0096606
6.96914,6.959161,-0.009979
6.2549047,6.2446256,-0.0102791
6.838291,6.8279924,-0.0102986
6.639487,6.6286616,-0.0108254
5.659968,5.649024,-0.010944
6.1677003,6.155889,-0.0118113
7.19712,7.185212,-0.011908
6.3068705,6.294813,-0.0120575
6.8291197,6.8170547,-0.012065
7.3645835,7.350384,-0.0141995
6.0056314,5.991023,-0.0146084
7.153707,7.1389637,-0.0147433
6.8131905,6.7971582,-0.0160323
6.732649,6.7164536,-0.0161954
6.6104317,6.594225,-0.0162067
6.650485,6.633973,-0.016512
6.466581,6.4495006,-0.0170804
6.221641,6.2043834,-0.0172576
6.2733502,6.2556877,-0.0176625
6.013465,5.9953284,-0.0181366
6.435019,6.415907,-0.019112
7.492878,7.4737344,-0.0191436
6.8215604,6.8023167,-0.0192437
7.4774504,7.457758,-0.0196924
6.6069336,6.587138,-0.0197956
7.0361576,7.015995,-0.0201626
6.2549047,6.2333565,-0.0215482
7.0689893,7.047366,-0.0216233
6.362166,6.3404436,-0.0217224
6.8943353,6.871727,-0.0226083
5.7298574,5.7066655,-0.0231919
6.9747396,6.9508,-0.0239396
6.88605,6.8615623,-0.0244877
6.5394793,6.514725,-0.0247543
6.515685,6.4902534,-0.0254316
6.3564906,6.330657,-0.0258336
6.347703,6.3215013,-0.0262017
6.9857984,6.959224,-0.0265744
6.4117064,6.3847446,-0.0269618
6.9830422,6.9557247,-0.0273175
7.13841,7.1109147,-0.0274953
6.600955,6.5728216,-0.0281334
5.800944,5.7726073,-0.0283367
6.8398185,6.8111086,-0.0287099
6.8002715,6.770065,-0.0302065
6.2326345,6.202041,-0.0305935
6.359228,6.3284717,-0.0307563
6.5166755,6.4856744,-0.0310011
6.0735435,6.0424433,-0.0311002
7.060786,7.0293922,-0.0313938
6.1702986,6.138803,-0.0314956
6.882249,6.849867,-0.032382
7.263368,7.230512,-0.032856
7.1583896,7.125232,-0.0331576
6.379545,6.346248,-0.033297
6.1294985,6.095016,-0.0344825
6.7102575,6.6756024,-0.0346551
6.536577,6.5017915,-0.0347855
5.9363427,5.9014306,-0.0349121
6.2572494,6.220781,-0.0364684
6.7834754,6.746539,-0.0369364
6.582622,6.5455065,-0.0371155
5.9923625,5.9547734,-0.0375891
6.604865,6.567065,-0.0378
6.326634,6.288118,-0.038516
6.2665787,6.227864,-0.0387147
6.8269033,6.7876287,-0.0392746
6.5297847,6.49028,-0.0395047
7.3057184,7.266196,-0.0395224
7.3057184,7.266196,-0.0395224
6.5080256,6.4675846,-0.040441
7.003349,6.962502,-0.040847
6.3549614,6.3134565,-0.0415049
6.488992,6.4473386,-0.0416534
6.534654,6.4928904,-0.0417636
7.0109925,6.969002,-0.0419905
6.7204514,6.6783195,-0.0421319
5.6996417,5.65713,-0.0425117
6.0645375,6.0210185,-0.043519
6.929157,6.885374,-0.043783
6.4795175,6.435659,-0.0438585
6.6042457,6.5601826,-0.0440631
6.6151466,6.570908,-0.0442386
6.0387936,5.9943333,-0.0444603
5.694747,5.649217,-0.04553
6.3475103,6.301373,-0.0461373
6.2755966,6.2294583,-0.0461383
6.2755966,6.2294583,-0.0461383
6.550618,6.5044293,-0.0461887
6.2668285,6.2201543,-0.0466742
6.0688987,6.0205035,-0.0483952
6.9068155,6.8583446,-0.0484709
6.3106327,6.261086,-0.0495467
7.1544056,7.104309,-0.0500966
7.1509266,7.1007614,-0.0501652
7.1661453,7.115479,-0.0506663
6.283119,6.2314606,-0.0516584
6.947315,6.8952427,-0.0520723
5.908241,5.8559055,-0.0523355
7.0384603,6.9860115,-0.0524488
6.925696,6.8732347,-0.0524613
7.126431,7.073954,-0.052477
6.999012,6.946288,-0.052724
6.512014,6.457331,-0.054683
5.932713,5.876785,-0.055928
6.4038014,6.34773,-0.0560714
7.223981,7.167043,-0.056938
7.0125003,6.95494,-0.0575603
6.5240827,6.466209,-0.0578737
6.42807,6.3698983,-0.0581717
6.3759174,6.3168674,-0.05905
6.994371,6.935259,-0.059112
6.511273,6.4514985,-0.0597745
6.5345535,6.4746866,-0.0598669
6.813196,6.75295,-0.060246
6.98499,6.924439,-0.060551
6.362888,6.3023257,-0.0605623
6.9904304,6.9287395,-0.0616909
7.3192873,7.2560945,-0.0631928
7.1422777,7.0788603,-0.0634174
6.7944098,6.7309656,-0.0634442
7.1405144,7.075976,-0.0645384
7.184353,7.119789,-0.064564
5.5654526,5.500392,-0.0650606
6.4997334,6.4339485,-0.0657849
7.4389052,7.3730764,-0.0658288
7.352435,7.285659,-0.066776
6.921766,6.85419,-0.067576
6.443785,6.3760977,-0.0676873
6.386724,6.3182354,-0.0684886
6.4631443,6.393739,-0.0694053
7.1700697,7.0998006,-0.0702691
7.367479,7.2971883,-0.0702907
6.157812,6.087001,-0.070811
6.5749884,6.5032744,-0.071714
7.076267,7.004253,-0.072014
6.513835,6.4410048,-0.0728302
6.168257,6.095405,-0.072852
6.55477,6.481653,-0.073117
7.147464,7.073828,-0.073636
6.1278825,6.0539656,-0.0739169
7.274815,7.2006454,-0.0741696
6.2160974,6.141602,-0.0744954
7.3120837,7.2373495,-0.0747342
7.1217604,7.0469575,-0.0748029
7.316305,7.2404356,-0.0758694
6.4680495,6.392098,-0.0759515
6.189297,6.1131682,-0.0761288
6.095678,6.0174923,-0.0781857
7.0497203,6.970901,-0.0788193
6.3930717,6.3135543,-0.0795174
6.7478576,6.668166,-0.0796916
7.2805543,7.2005744,-0.0799799
7.3914204,7.3113256,-0.0800948
6.968826,6.8885436,-0.0802824
6.4252415,6.3447795,-0.080462
6.4252415,6.3447795,-0.080462
